s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 1.0098344E+002, 1.2122792E+001,-3.7334714E+000,-5.7559680E+000,-2.8745677E+000, 2.5572330E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2479803E-001,-2.3865770E-001, 6.5707755E-004, 6.5707755E-004
 1.0115434E+002, 1.2323280E+001,-3.6255904E+000,-5.7126648E+000,-2.8665131E+000, 2.5577835E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1172505E-001, 1.2106945E-001, 6.5707755E-004, 6.5707755E-004
 1.0132525E+002, 1.2417133E+001,-3.6296952E+000,-5.6757366E+000,-2.8565767E+000, 2.5583170E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4783124E-001, 2.5768236E-001, 6.5707755E-004, 6.5707755E-004
 1.0149615E+002, 1.2694881E+001,-3.6428433E+000,-5.6377351E+000,-2.8447148E+000, 2.5587829E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8515504E-001, 5.7214697E-001, 6.5707755E-004, 6.5707755E-004
 1.0166706E+002, 1.2759349E+001,-3.7290511E+000,-5.6058614E+000,-2.8333115E+000, 2.5591473E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9895602E-001, 5.9368414E-001, 6.5707755E-004, 6.5707755E-004
 1.0183797E+002, 1.2662388E+001,-5.1200843E+000,-5.6031485E+000,-2.8205068E+000, 2.5593402E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2008005E-001,-8.7879241E-001, 6.5707755E-004, 6.5707755E-004
 1.0200888E+002, 1.2420212E+001,-4.3420282E+000,-5.5677797E+000,-2.8068186E+000, 2.5589171E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.5241231E-001,-2.9385595E-001, 6.5707755E-004, 6.5707755E-004
 1.0216221E+002, 1.2597768E+001,-3.9580311E+000,-5.5397493E+000,-2.7911160E+000, 2.5565588E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7118289E-001, 3.1142795E-001, 6.5707755E-004, 6.5707755E-004
 1.0231554E+002, 1.2549843E+001,-4.2299778E+000,-5.5269391E+000,-2.7831553E+000, 2.5526267E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2945310E-001, 1.2323360E-002, 6.5707755E-004, 6.5707755E-004
 1.0246888E+002, 1.2528359E+001,-4.0977467E+000,-5.5083172E+000,-2.7745995E+000, 2.5468641E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1140953E-002, 1.5024297E-001, 6.5707755E-004, 6.5707755E-004
 1.0262221E+002, 1.2526696E+001,-4.0615224E+000,-5.4928574E+000,-2.7677823E+000, 2.5411126E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6762504E-001, 2.0707470E-001, 6.5707755E-004, 6.5707755E-004
 1.0275665E+002, 1.2985565E+001,-3.6490336E+000,-5.4658864E+000,-2.7626531E+000, 2.5385424E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2060606E-001, 1.1105309E+000, 6.5707755E-004, 6.5707755E-004
 1.0289108E+002, 1.2761303E+001,-3.9749563E+000,-5.4647608E+000,-2.7595368E+000, 2.5385062E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1235921E+000, 5.6458744E-001, 6.5707755E-004, 6.5707755E-004
 1.0302551E+002, 1.2645994E+001,-4.0732708E+000,-5.4592043E+000,-2.7543659E+000, 2.5407508E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7625725E-001, 3.6169391E-001, 6.5707755E-004, 6.5707755E-004
 1.0315993E+002, 1.2577315E+001,-4.1036987E+000,-5.4537132E+000,-2.7480706E+000, 2.5430765E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7308688E-001, 2.7437534E-001, 6.5707755E-004, 6.5707755E-004
 1.0329436E+002, 1.2541869E+001,-4.1051630E+000,-5.4487253E+000,-2.7414803E+000, 2.5451195E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8461370E-001, 2.4904568E-001, 6.5707755E-004, 6.5707755E-004
 1.0342880E+002, 1.2522997E+001,-4.0791163E+000,-5.4438873E+000,-2.7339373E+000, 2.5468698E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5903406E-001, 2.6860256E-001, 6.5707755E-004, 6.5707755E-004
 1.0356323E+002, 1.2512540E+001,-4.0425811E+000,-5.4409991E+000,-2.7253910E+000, 2.5482683E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7968946E-001, 3.0611671E-001, 6.5707755E-004, 6.5707755E-004
 1.0369766E+002, 1.2507162E+001,-3.9891194E+000,-5.4395206E+000,-2.7167686E+000, 2.5494236E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1481280E-001, 3.6430317E-001, 6.5707755E-004, 6.5707755E-004
 1.0383209E+002, 1.2504132E+001,-3.4955391E+000,-5.4324347E+000,-2.7083528E+000, 2.5503774E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7233276E-001, 8.7035531E-001, 6.5707755E-004, 6.5707755E-004
 1.0396652E+002, 1.2502412E+001,-3.6905439E+000,-5.4390968E+000,-2.7021454E+000, 2.5512226E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7663111E-001, 6.7317708E-001, 6.5707755E-004, 6.5707755E-004
 1.0410095E+002, 1.2501458E+001,-4.6914467E+000,-5.4616729E+000,-2.6961188E+000, 2.5521190E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7852026E-001,-3.4522834E-001, 6.5707755E-004, 6.5707755E-004
 1.0423539E+002, 1.2500931E+001,-4.2962576E+000,-5.4634219E+000,-2.6946469E+000, 2.5531278E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4037633E-001, 4.9157726E-002, 6.5707755E-004, 6.5707755E-004
 1.0436982E+002, 1.2500573E+001,-4.1739965E+000,-5.4717246E+000,-2.6907399E+000, 2.5538315E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6521002E-002, 1.6666545E-001, 6.5707755E-004, 6.5707755E-004
 1.0450425E+002, 1.2500250E+001,-4.1386382E+000,-5.4828275E+000,-2.6875294E+000, 2.5547668E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7301029E-001, 1.9380940E-001, 6.5707755E-004, 6.5707755E-004
 1.0463868E+002, 1.2500014E+001,-4.1204259E+000,-5.4959005E+000,-2.6845431E+000, 2.5559973E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9807640E-001, 2.0170042E-001, 6.5707755E-004, 6.5707755E-004
 1.0477311E+002, 1.2499983E+001,-3.4453736E+000,-5.4990880E+000,-2.6784754E+000, 2.5573817E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0479377E-001, 8.7960289E-001, 6.5707755E-004, 6.5707755E-004
 1.0490755E+002, 1.2499949E+001,-3.7002447E+000,-5.5199698E+000,-2.6792078E+000, 2.5587882E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7977805E-001, 6.0308504E-001, 6.5707755E-004, 6.5707755E-004
 1.0504198E+002, 1.2500089E+001,-3.7865706E+000,-5.5384630E+000,-2.6762956E+000, 2.5603947E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0546819E-001, 5.0132036E-001, 6.5707755E-004, 6.5707755E-004
 1.0517641E+002, 1.2500267E+001,-3.7913449E+000,-5.5561366E+000,-2.6737077E+000, 2.5618577E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0284283E-001, 4.8164011E-001, 6.5707755E-004, 6.5707755E-004
 1.0531084E+002, 1.2500468E+001,-3.7632034E+000,-5.5732744E+000,-2.6695237E+000, 2.5630848E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8207617E-001, 4.9702975E-001, 6.5707755E-004, 6.5707755E-004
 1.0544527E+002, 1.2500650E+001,-3.3295712E+000,-5.5842240E+000,-2.6706624E+000, 2.5640544E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9512057E-001, 9.1875633E-001, 6.5707755E-004, 6.5707755E-004
 1.0557970E+002, 1.2500724E+001,-3.4664580E+000,-5.6042003E+000,-2.6718274E+000, 2.5647540E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1731136E-001, 7.6080266E-001, 6.5707755E-004, 6.5707755E-004
 1.0571413E+002, 1.2500795E+001,-3.8222585E+000,-5.6277235E+000,-2.6724918E+000, 2.5651927E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5930827E-001, 3.8088655E-001, 6.5707755E-004, 6.5707755E-004
 1.0584856E+002, 1.2500859E+001,-3.7724349E+000,-5.6434796E+000,-2.6722969E+000, 2.5654023E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8028299E-001, 4.1521323E-001, 6.5707755E-004, 6.5707755E-004
 1.0599644E+002, 1.2171673E+001,-4.1691919E+000,-5.6738876E+000,-2.6723921E+000, 2.5653577E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1330101E-001,-3.4123275E-001, 6.5707755E-004, 6.5707755E-004
 1.0614431E+002, 1.2329850E+001,-3.9542831E+000,-5.6848791E+000,-2.6684035E+000, 2.5649553E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4105134E-001, 2.4849765E-002, 6.5707755E-004, 6.5707755E-004
 1.0629218E+002, 1.2411912E+001,-3.9186320E+000,-5.7004806E+000,-2.6644217E+000, 2.5642745E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3833938E-002, 1.3094235E-001, 6.5707755E-004, 6.5707755E-004
 1.0644006E+002, 1.2454472E+001,-3.9162004E+000,-5.7173165E+000,-2.6626967E+000, 2.5634108E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2923649E-001, 1.6082148E-001, 6.5707755E-004, 6.5707755E-004
 1.0660272E+002, 1.2121811E+001,-3.9363347E+000,-5.7421200E+000,-2.6583496E+000, 2.5623001E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6011083E-001,-2.1243145E-001, 6.5707755E-004, 6.5707755E-004
 1.0676538E+002, 1.2316173E+001,-3.8786210E+000,-5.7557358E+000,-2.6538750E+000, 2.5610005E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1358347E-001, 3.0502438E-002, 6.5707755E-004, 6.5707755E-004
 1.0692805E+002, 1.2410678E+001,-3.9227276E+000,-5.7732735E+000,-2.6509166E+000, 2.5596242E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8612047E-002, 6.6319926E-002, 6.5707755E-004, 6.5707755E-004
 1.0709071E+002, 1.2456624E+001,-3.6559505E+000,-5.7865268E+000,-2.6488076E+000, 2.5583700E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3648810E-002, 3.6789716E-001, 6.5707755E-004, 6.5707755E-004
 1.0725337E+002, 1.2478964E+001,-3.7701347E+000,-5.8074796E+000,-2.6486918E+000, 2.5571281E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6396423E-001, 2.5521486E-001, 6.5707755E-004, 6.5707755E-004
 1.0741603E+002, 1.2489852E+001,-3.8272112E+000,-5.8274387E+000,-2.6495230E+000, 2.5559067E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5048481E-001, 1.8823486E-001, 6.5707755E-004, 6.5707755E-004
 1.0757870E+002, 1.2495157E+001,-3.8637893E+000,-5.8467896E+000,-2.6522253E+000, 2.5545438E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8258131E-001, 1.3490693E-001, 6.5707755E-004, 6.5707755E-004
 1.0774136E+002, 1.2497781E+001,-3.8759555E+000,-5.8642816E+000,-2.6561575E+000, 2.5529959E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2849464E-001, 1.0393935E-001, 6.5707755E-004, 6.5707755E-004
 1.0790401E+002, 1.2499081E+001,-3.8949101E+000,-5.8794118E+000,-2.6609684E+000, 2.5512959E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7475996E-002, 6.6342450E-002, 6.5707755E-004, 6.5707755E-004
 1.0806668E+002, 1.2499704E+001,-3.9129894E+000,-5.8902952E+000,-2.6664036E+000, 2.5495261E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0707221E-002, 3.2565235E-002, 6.5707755E-004, 6.5707755E-004
 1.0822934E+002, 1.2500023E+001,-3.9243082E+000,-5.8960127E+000,-2.6717464E+000, 2.5478250E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8413183E-002, 1.0503820E-002, 6.5707755E-004, 6.5707755E-004
 1.0839201E+002, 1.2500184E+001,-3.9462481E+000,-5.8968663E+000,-2.6772664E+000, 2.5463893E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5943022E-003,-1.7650754E-002, 6.5707755E-004, 6.5707755E-004
 1.0855466E+002, 1.2500241E+001,-3.5150965E+000,-5.8840897E+000,-2.6810422E+000, 2.5453780E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6429335E-002, 4.2255766E-001, 6.5707755E-004, 6.5707755E-004
 1.0871733E+002, 1.2500258E+001,-3.6889772E+000,-5.8749287E+000,-2.6855020E+000, 2.5448542E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2566670E-001, 2.5339490E-001, 6.5707755E-004, 6.5707755E-004
 1.0887999E+002, 1.2500237E+001,-3.7342873E+000,-5.8566708E+000,-2.6877497E+000, 2.5449566E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6032856E-001, 2.2407414E-001, 6.5707755E-004, 6.5707755E-004
 1.0904265E+002, 1.2500231E+001,-4.8043002E+000,-5.8491325E+000,-2.6893361E+000, 2.5454625E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3358450E-001,-8.3999281E-001, 6.5707755E-004, 6.5707755E-004
 1.0920531E+002, 1.2500275E+001,-4.2274565E+000,-5.8071972E+000,-2.6908143E+000, 2.5463910E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2800479E-001,-2.2264672E-001, 6.5707755E-004, 6.5707755E-004
 1.0936797E+002, 1.2500233E+001,-4.4166084E+000,-5.7725809E+000,-2.6951001E+000, 2.5467980E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1011255E-001,-3.8150942E-001, 6.5707755E-004, 6.5707755E-004
 1.0953064E+002, 1.2500254E+001,-4.1962443E+000,-5.7263598E+000,-2.6981041E+000, 2.5476461E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6637446E-001,-1.1790630E-001, 6.5707755E-004, 6.5707755E-004
 1.0969330E+002, 1.2500300E+001,-4.0354663E+000,-5.6774035E+000,-2.7009890E+000, 2.5484879E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0113401E-001, 8.8989677E-002, 6.5707755E-004, 6.5707755E-004
 1.0985596E+002, 1.2500423E+001,-3.9299067E+000,-5.6265084E+000,-2.7035169E+000, 2.5491168E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0699910E-001, 2.4303979E-001, 6.5707755E-004, 6.5707755E-004
 1.1001862E+002, 1.2500789E+001,-3.8603541E+000,-5.5744629E+000,-2.7055902E+000, 2.5494083E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6201316E-001, 3.6293120E-001, 6.5707755E-004, 6.5707755E-004
 1.1018128E+002, 1.2501522E+001,-3.7508387E+000,-5.5213754E+000,-2.7120984E+000, 2.5493403E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8088095E-001, 5.1975878E-001, 6.5707755E-004, 6.5707755E-004
 1.1034395E+002, 1.2502426E+001,-3.7778979E+000,-5.4703195E+000,-2.7141019E+000, 2.5489255E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4200507E-001, 5.4265590E-001, 6.5707755E-004, 6.5707755E-004
 1.1050661E+002, 1.2503142E+001,-3.2647711E+000,-5.4109530E+000,-2.7165355E+000, 2.5487319E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6396806E-001, 1.1134315E+000, 6.5707755E-004, 6.5707755E-004
 1.1066927E+002, 1.2503404E+001,-3.5661598E+000,-5.3668085E+000,-2.7195830E+000, 2.5485548E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1335367E+000, 8.5340090E-001, 6.5707755E-004, 6.5707755E-004
 1.1083193E+002, 1.2503490E+001,-3.7230704E+000,-5.3223514E+000,-2.7220859E+000, 2.5485802E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7296926E-001, 7.3853048E-001, 6.5707755E-004, 6.5707755E-004
 1.1099459E+002, 1.2503096E+001,-3.8215941E+000,-5.2797795E+000,-2.7248331E+000, 2.5487088E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5648905E-001, 6.7943804E-001, 6.5707755E-004, 6.5707755E-004
 1.1115726E+002, 1.2502244E+001,-3.8788472E+000,-5.2402121E+000,-2.7278816E+000, 2.5490103E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9557891E-001, 6.5785186E-001, 6.5707755E-004, 6.5707755E-004
 1.1131992E+002, 1.2501195E+001,-3.9127255E+000,-5.2048587E+000,-2.7309535E+000, 2.5496265E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7206133E-001, 6.5520710E-001, 6.5707755E-004, 6.5707755E-004
 1.1148258E+002, 1.2500240E+001,-3.9278733E+000,-5.1755363E+000,-2.7338468E+000, 2.5506341E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6681586E-001, 6.6553396E-001, 6.5707755E-004, 6.5707755E-004
 1.1162666E+002, 1.2964835E+001,-3.9402467E+000,-5.1477442E+000,-2.7366052E+000, 2.5518129E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7317410E-001, 1.1427904E+000, 6.5707755E-004, 6.5707755E-004
 1.1177073E+002, 1.2745089E+001,-4.0605985E+000,-5.1395966E+000,-2.7412336E+000, 2.5533108E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1468207E+000, 8.0621402E-001, 6.5707755E-004, 6.5707755E-004
 1.1191480E+002, 1.2629101E+001,-4.0455248E+000,-5.1332490E+000,-2.7447358E+000, 2.5548458E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0802412E-001, 7.0814639E-001, 6.5707755E-004, 6.5707755E-004
 1.1205888E+002, 1.2567789E+001,-4.0212598E+000,-5.1313262E+000,-2.7484733E+000, 2.5563694E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0717267E-001, 6.6928657E-001, 6.5707755E-004, 6.5707755E-004
 1.1220295E+002, 1.2535299E+001,-4.0035267E+000,-5.1344342E+000,-2.7527671E+000, 2.5577961E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6542130E-001, 6.4712906E-001, 6.5707755E-004, 6.5707755E-004
 1.1234702E+002, 1.2518060E+001,-3.9973626E+000,-5.1419346E+000,-2.7575244E+000, 2.5591507E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4069757E-001, 6.2379737E-001, 6.5707755E-004, 6.5707755E-004
 1.1249110E+002, 1.2508953E+001,-3.9898799E+000,-5.1528048E+000,-2.7625676E+000, 2.5603505E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1515717E-001, 6.0626140E-001, 6.5707755E-004, 6.5707755E-004
 1.1264957E+002, 1.2154013E+001,-3.9924434E+000,-5.1738151E+000,-2.7679684E+000, 2.5615308E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9523692E-001, 2.2234750E-001, 6.5707755E-004, 6.5707755E-004
 1.1280805E+002, 1.2328095E+001,-3.9099980E+000,-5.1862737E+000,-2.7713350E+000, 2.5624743E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1086997E-001, 4.6305109E-001, 6.5707755E-004, 6.5707755E-004
 1.1298238E+002, 1.2046087E+001,-3.9332302E+000,-5.2111927E+000,-2.7757874E+000, 2.5632879E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4932786E-001, 1.2844001E-001, 6.5707755E-004, 6.5707755E-004
 1.1315672E+002, 1.2290217E+001,-3.8600013E+000,-5.2252356E+000,-2.7783144E+000, 2.5637898E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1529800E-001, 4.2922987E-001, 6.5707755E-004, 6.5707755E-004
 1.1333104E+002, 1.2403172E+001,-3.8953131E+000,-5.2415907E+000,-2.7818378E+000, 2.5640804E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1548974E-001, 4.8699440E-001, 6.5707755E-004, 6.5707755E-004
 1.1350537E+002, 1.2455469E+001,-3.9212568E+000,-5.2554400E+000,-2.7852743E+000, 2.5641638E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7408687E-001, 4.9606195E-001, 6.5707755E-004, 6.5707755E-004
 1.1367970E+002, 1.2479669E+001,-3.9395111E+000,-5.2650732E+000,-2.7866686E+000, 2.5640474E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8543381E-001, 4.9098026E-001, 6.5707755E-004, 6.5707755E-004
 1.1385403E+002, 1.2490846E+001,-3.5490718E+000,-5.2628383E+000,-2.7853096E+000, 2.5638125E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8386393E-001, 8.9618997E-001, 6.5707755E-004, 6.5707755E-004
 1.1402836E+002, 1.2495925E+001,-3.6877705E+000,-5.2645859E+000,-2.7825739E+000, 2.5634791E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9197255E-001, 7.6355855E-001, 6.5707755E-004, 6.5707755E-004
 1.1420268E+002, 1.2498275E+001,-3.7426980E+000,-5.2602857E+000,-2.7770666E+000, 2.5631749E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6297203E-001, 7.2078745E-001, 6.5707755E-004, 6.5707755E-004
 1.1437701E+002, 1.2499309E+001,-3.7578253E+000,-5.2512415E+000,-2.7699758E+000, 2.5628733E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2281541E-001, 7.2282958E-001, 6.5707755E-004, 6.5707755E-004
 1.1455135E+002, 1.2499730E+001,-3.7527286E+000,-5.2385308E+000,-2.7624275E+000, 2.5625578E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2687593E-001, 7.4860542E-001, 6.5707755E-004, 6.5707755E-004
 1.1472567E+002, 1.2499889E+001,-3.7343558E+000,-5.2232452E+000,-2.7555569E+000, 2.5622403E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5360682E-001, 7.8929355E-001, 6.5707755E-004, 6.5707755E-004
 1.1490000E+002, 1.2499955E+001,-3.7083883E+000,-5.2066407E+000,-2.7495125E+000, 2.5619648E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9454391E-001, 8.3797574E-001, 6.5707755E-004, 6.5707755E-004
 1.1507433E+002, 1.2499988E+001,-3.6775548E+000,-5.1896463E+000,-2.7443484E+000, 2.5617549E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4298110E-001, 8.9100054E-001, 6.5707755E-004, 6.5707755E-004
 1.1524866E+002, 1.2500010E+001,-3.6360353E+000,-5.1728614E+000,-2.7399562E+000, 2.5617011E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9550834E-001, 9.5371852E-001, 6.5707755E-004, 6.5707755E-004
 1.1542299E+002, 1.2500021E+001,-4.0547261E+000,-5.1653958E+000,-2.7365618E+000, 2.5617591E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5732340E-001, 5.4589890E-001, 6.5707755E-004, 6.5707755E-004
 1.1559731E+002, 1.2500037E+001,-3.8792176E+000,-5.1501217E+000,-2.7323907E+000, 2.5619221E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4904977E-001, 7.4086844E-001, 6.5707755E-004, 6.5707755E-004
 1.1577164E+002, 1.2500037E+001,-3.8054810E+000,-5.1395561E+000,-2.7302830E+000, 2.5621619E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4178339E-001, 8.2727921E-001, 6.5707755E-004, 6.5707755E-004
 1.1594597E+002, 1.2500035E+001,-3.7689155E+000,-5.1337813E+000,-2.7288532E+000, 2.5624359E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2613054E-001, 8.7104774E-001, 6.5707755E-004, 6.5707755E-004
 1.1612030E+002, 1.2500044E+001,-3.7447379E+000,-5.1336914E+000,-2.7280389E+000, 2.5627473E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6738208E-001, 8.9613880E-001, 6.5707755E-004, 6.5707755E-004
 1.1629463E+002, 1.2500062E+001,-3.7246134E+000,-5.1407382E+000,-2.7276958E+000, 2.5629876E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8946247E-001, 9.0957813E-001, 6.5707755E-004, 6.5707755E-004
 1.1646896E+002, 1.2500098E+001,-3.7109804E+000,-5.1553380E+000,-2.7278782E+000, 2.5631002E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9945070E-001, 9.0846422E-001, 6.5707755E-004, 6.5707755E-004
 1.1664329E+002, 1.2500131E+001,-3.6994417E+000,-5.1771519E+000,-2.7285254E+000, 2.5630626E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9497286E-001, 8.9757457E-001, 6.5707755E-004, 6.5707755E-004
 1.1681762E+002, 1.2500142E+001,-3.6918451E+000,-5.2059754E+000,-2.7294625E+000, 2.5628928E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8097053E-001, 8.7542160E-001, 6.5707755E-004, 6.5707755E-004
 1.1699194E+002, 1.2500146E+001,-3.6863733E+000,-5.2414374E+000,-2.7310192E+000, 2.5626279E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5582775E-001, 8.4387831E-001, 6.5707755E-004, 6.5707755E-004
 1.1716628E+002, 1.2500183E+001,-3.6848553E+000,-5.2831260E+000,-2.7334706E+000, 2.5623969E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2138077E-001, 8.0129332E-001, 6.5707755E-004, 6.5707755E-004
 1.1734060E+002, 1.2500257E+001,-3.6834741E+000,-5.3302590E+000,-2.7364671E+000, 2.5622592E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7617241E-001, 7.5261875E-001, 6.5707755E-004, 6.5707755E-004
 1.1751493E+002, 1.2500383E+001,-3.6818083E+000,-5.3818716E+000,-2.7402752E+000, 2.5622262E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2518872E-001, 6.9899034E-001, 6.5707755E-004, 6.5707755E-004
